geneID	patricID	transcriptID	function	bt_t04_A	bt_t04_B	bt_t04_C	bt_t12_A	bt_t12_B	bt_t12_C	bt_t36_A	bt_t36_B	bt_t36_C	btri_t12_btA	btri_t12_btB	btri_t12_btC	btri_t24_btA	btri_t24_btB	btri_t24_btC	btri_t36_btA	btri_t36_btB	btri_t36_btC
BT_4574	fig|226186.12.peg.4655	AAO79679	Fluoride ion transporter CrcB	337.541	399.637	275.011	283.462	232.273	202	0	11	15	80.582	75.744	91.613	27	9	0	6	0	1
BT_4575	fig|226186.12.peg.4656	AAO79680	hypothetical protein	260	292.838	199	19	4	13	0	9	18	23	12	29	3	0	0	17	14	6
BT_4576	fig|226186.12.peg.4657	AAO79681	hypothetical protein	2629	3591.148	2873	757	550	478	127	218	111	130	135	160	182	82	27	530	32	30
BT_4579		AAO79684		0	51	39.857	0	23.003	16	0	45	8	374.4	460.203	348.835	0.005	154	81	44	0	0
BT_4581	fig|226186.12.peg.4661	AAO79686	"Glucan 1,4-alpha-glucosidase (EC 3.2.1.3)"	463	605	406	390	297	350	133	324	328	643	522	547	398	117	52	593	295	288
BT_4582	fig|226186.12.peg.4662	AAO79687	Amidophosphoribosyltransferase (EC 2.4.2.14)	8395.385	8974.437	7693.019	1619	1469	1414	198	138	141	2330	2348	2263	156	64	86	260	201	187
BT_4583	fig|226186.12.peg.4663	AAO79688	Tripeptide aminopeptidase (EC 3.4.11.4)	4153.087	5126.793	5585.952	3923.556	4143.78	3634.809	1584.044	1862.804	1775.246	3579.96	4294.956	4612.728	5512.329	1880	1567	657.662	1515.485	1789.776
BT_4584	fig|226186.12.peg.4664	AAO79689	Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)	8558.176	9385.849	7819.823	3659.444	2555.22	3506.191	3070.956	4390.196	3529.754	10997.04	8543.285	7361.58	9321.671	3324	3087	5410.338	9709.515	5862.224
BT_4585	fig|226186.12.peg.4665	AAO79690	POTASSIUM/PROTON ANTIPORTER ROSB	7275.048	8147.992	6947.277	5268	4061	5932	457	605	479	7032.095	8053.474	8548.996	1304.1	460	367	476	560	576
BT_4586	fig|226186.12.peg.4666	AAO79691	hypothetical protein	3240.922	3602	2584.144	2853	1842	2683	282	392	252	2273.905	1261	1402.004	134.9	55	145	306	110	205
BT_4587	fig|226186.12.peg.4667	AAO79692	Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)	1044.461	1353.921	1022.203	296.001	253.939	288	67	145	126	425.42	479.996	516.451	71	49	13	57.396	72.47	48.809
BT_4588	fig|226186.12.peg.4668	AAO79693	Peptidyl-tRNA hydrolase (EC 3.1.1.29)	2936.589	3447.619	3088.143	1493.999	1148.061	1529	225	309	316	1323.836	1682.62	1673.552	44	48	27	97.604	32.53	37.191
BT_4589	fig|226186.12.peg.4669	AAO79694	LSU ribosomal protein L25p	82824.609	91149.737	89021.79	18307	11304	27860	1474	1592	1664	21766.331	35686.457	44201.892	1622.824	646	795	1261	906	685
BT_4590	fig|226186.12.peg.4670	AAO79695	hypothetical protein	1092.04	1307.109	1162	292	273	224	105	139	170	235.047	210	254.143	110.176	10	53	365	41	66
BT_4591	fig|226186.12.peg.4671	AAO79696	Transcription termination protein NusB	15150.337	19735.357	15045.401	4007.649	3372.119	3681.514	263	361	292	2228.652	2617.036	2716.146	1022	214	177	1933.778	518	479
BT_4592	fig|226186.12.peg.4672	AAO79697	Protein translocase subunit YajC	13086.06	12635.99	14144.878	4133.173	3963.662	5262.486	408	597	538	5615.366	10935.074	9227.132	2767.997	565	549	530.222	487	596
BT_4593	fig|226186.12.peg.4673	AAO79698	hypothetical protein	3787.809	4139.309	3956.021	1377.178	1167.219	1437	22	36	19	1580.678	1366.238	1801.935	31.003	7	49	65	40	32
BT_4594	fig|226186.12.peg.4674	AAO79699	Dephospho-CoA kinase (EC 2.7.1.24)	285.836	278.73	288.723	71	88	106	0	8	0	113.892	150.973	217.343	28	0	0	16	0	0
BT_4595	fig|226186.12.peg.4675	AAO79700	hypothetical protein	7122.953	8254.297	7571.977	460	340	469	292	451	418	393.953	350.679	442.868	156	81	93	285	177	100
BT_4596		AAO79701		167	282	220	40	38	33	8	12	47	6	12	17	57	12	17	10	10	0
BT_4597	fig|226186.12.peg.4676	AAO79702	Chaperone protein ClpB (ATP-dependent unfoldase)	14341	19536.883	13949.081	70346	62052	74795	258594	311164	282699	56747.932	62444.49	73095.728	100584	22784	30909	243412	50012	59432
BT_4598	fig|226186.12.peg.4677	AAO79703	hypothetical protein	1869.677	1969.695	2000.6	481	413.413	457	42	33	37	241	358.811	413.975	171	71	21	96	28	80
BT_4599	fig|226186.12.peg.4678	AAO79704	"Transcriptional regulator YeiE, LysR family"	2376.813	2311.305	2249.667	837	848.587	750	98	84	60	1750.008	1720.189	1580.025	472	139	32	85	382	279
BT_4600	fig|226186.12.peg.4679	AAO79705	hypothetical protein	1845	2246	2239.197	2352	2038.083	2271	118	92	100	1198	1217	1535	136	51	20	48	76	13
BT_4601	fig|226186.12.peg.4680	AAO79706	hypothetical protein	382	428	461	366	261	295	24	37	19	272	319	355	167	77	33	35	47	16
BT_4602	fig|226186.12.peg.4681	AAO79707	DnaK-like protein	387	435.586	362	119	95	68	87	121	101	291	247	242	600	165	79	1196	232	136
BT_4603	fig|226186.12.peg.4682	AAO79708	hypothetical protein	106	153.414	75	101.509	92	72	77	75	21	119	98.071	118	268.795	71	28	859.653	116	107
BT_4604	fig|226186.12.peg.4683	AAO79709	hypothetical protein	88	156	78	80.491	78	40	9	54	0	58.49	41.929	55	169.205	24	0	396.05	167	38
BT_4605	fig|226186.12.peg.4684	AAO79710	hypothetical protein	432.566	581.54	436.864	848.817	617	558	532	878	777	788.51	564.576	617	558.283	172	105	3075.897	245.171	191
BT_4606	fig|226186.12.peg.4685	AAO79711	hypothetical protein	158.434	191.46	138.136	94.183	119	60	16	13	116	130	205.424	219	254.717	6	19	604.4	118.829	59
BT_4607	fig|226186.12.peg.4686	AAO79712	hypothetical protein	1549.734	1742.871	1548.394	438	407.998	277	32	114	48	479.349	506.945	469.851	624.077	179.215	160.005	471.967	23	20.796
BT_4608	fig|226186.12.peg.4687	AAO79713	hypothetical protein	345.266	387.357	307.827	196	198.002	192	106	39	97	303.656	431.053	393.149	472.923	138.703	185.995	75.327	49	32.204
BT_4609	fig|226186.12.peg.4688	AAO79714	Putative membrane protein YeiH	3414	3429.775	3341.78	6752	5332	6406	1361	1770	1610	13606.717	16050.55	14113.984	1835	573.082	497	6741.706	600	725
BT_4610	fig|226186.12.peg.4689	AAO79715	RecA protein	9804.634	10070.346	8667.525	4157	4204.093	4567	854	1011	1269	3450.329	3467	3520.376	601	226	329	704	892	631
BT_4611	fig|226186.12.peg.4690	AAO79716	"Thiol peroxidase, Bcp-type (EC 1.11.1.15)"	2583.874	2349.755	2410.759	1879.707	1695.199	1629	93	116	176	1248.727	1412.312	1387.507	144	75	38	36	59	42
BT_4612	fig|226186.12.peg.4691	AAO79717	Carboxynorspermidine synthase (EC 1.5.1.43)	23615.772	26484.913	25612.955	14663.293	12426.708	10890	539	1021	903	9412.575	9112.688	9907.41	1713	678	503	1198	1067	732
BT_4613	fig|226186.12.peg.4692	AAO79718	hypothetical protein	1069	1234	1271.178	376	419	449	66	31	64	215.007	214	265	61	8	21	72	71	35
BT_4614	fig|226186.12.peg.4693	AAO79719	hypothetical protein	25164.063	30140.481	22998.969	7259	5887	5715	452	520	611	15052.39	19242.059	17044.636	1377	380	416	1424	926	518
BT_4615	fig|226186.12.peg.4695	AAO79720	Chaperone protein DnaK	16212.537	19976.051	16565.227	47272	42623	58393	177426	189693	192676	39303.475	43767.125	51257.062	55864	13158	17707	91218	16571	25357
BT_4616	fig|226186.12.peg.4696	AAO79721	hypothetical protein	25	24	22	58	70	54	1301	1485	1867	58	40	49	156.161	47	53	2958.804	79	188
BT_4617	fig|226186.12.peg.4697	AAO79722	Integrase	66	103	54	118	108	109	1229	1313	1542	68	82	103	258.839	50	150	2178.196	104	242
BT_4618	fig|226186.12.peg.4698	AAO79723	hypothetical protein	2	6	5	22	14	27	12	16	46	8	1	9	7.509	0	8	6.829	0	0
BT_4619	fig|226186.12.peg.4699	AAO79724	hypothetical protein	9	8	4	6	11	40	5	31	99	4	14	6	14.491	9	0	79.171	0	14
BT_4620	fig|226186.12.peg.4700	AAO79725	hypothetical protein	47	41	19	85	59	79	156	264	285	147	144	78	113	34	14	576	41	82
BT_4621	fig|226186.12.peg.4701	AAO79726	Mobilization protein BmgB	9	5	6	8	0	1	36	19	0	6	6	4	10	6	0	28	0	0
BT_4622	fig|226186.12.peg.4702	AAO79727	Mobilization protein BmgA	4	1	3	7	14	7	24	9	21	0	2	1	4	8	0	10	17	0
BT_4623	fig|226186.12.peg.4703	AAO79728	hypothetical protein	4	7	6	1	0	3	0	0	0	6	4	0	11	0	0	6	0	0
BT_4624	fig|226186.12.peg.4704	AAO79729	putative resolvase	48.01	85	75	60	22	13	0	8	0	31	39	20	16	18	10	44	18	22
BT_4625	fig|226186.12.peg.4705	AAO79730	putative type IIS restriction/modification enzyme	1392.269	1615.69	1344.246	618.958	479.084	329	12	11	5	451.017	302.604	370.014	15	22	7	67	41	30
BT_4626	fig|226186.12.peg.4706	AAO79731	DNA modification methylase	217	252	256	11	12	4	0	7	0	15	13	13	17	7	0	10	0	0
BT_4627	fig|226186.12.peg.4707	AAO79732	DNA modification methylase	33700.396	41606.302	34752.5	38699.919	28435.71	36691	4299	5083	3524	133015.755	102310.923	87950.019	6421	1287	1522	6697	5452	3931
BT_4628	fig|226186.12.peg.4708	AAO79733	ATP-dependent helicase	11639.202	12750	11381.301	6052.382	5185.638	5602	172	232	147	8335.895	8179.478	8220.22	631	257	254	367.332	721	285
BT_4629	fig|226186.12.peg.4709	AAO79734	hypothetical protein	1855.341	2066.147	1822.458	804.249	631.939	693	10	21	22	300.161	232.792	280.441	19.385	9	9	96.668	41	12
BT_4630	fig|226186.12.peg.4710	AAO79735	ATP-dependent DNA helicase	11948.058	13122.088	12180.878	5084.322	4108.629	4579	241	166	146	2568.204	2732.821	3218.28	524.615	179	155	154	328	337
BT_4631	fig|226186.12.peg.4711	AAO79736	Arylsulfatase (EC 3.1.6.1)	1331.005	1458.957	1184	2562	2238	2640	1318	1366	1171	6851	4587.012	4202.014	1804.924	490	476	1412	1993	792
BT_4632	fig|226186.12.peg.4712	AAO79737	putative chitobiase	116	94.412	107.26	35	22	40	0	3	14	29.379	19	31	58.076	29	0	81.801	10	0
BT_4633	fig|226186.12.peg.4713	AAO79738	"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family"	589.005	652.63	614.824	634.56	438	647	55	80	18	504.446	351	503	175	37	30	22.199	150	87
BT_4634	fig|226186.12.peg.4714	AAO79739	"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family"	550.995	673.031	588.839	187.44	171	108	10	29	23	97.175	59	84	115	29	14	82	57	43
BT_4635	fig|226186.12.peg.4715	AAO79740	Putative anti-sigma factor	1827.221	2224.993	1697.775	795	569	425	138	338	258	235	144	165	1264	571	374	2156	1001	324
BT_4636	fig|226186.12.peg.4716	AAO79741	RNA polymerase ECF-type sigma factor	2159.779	2788.306	2096.228	93	53	49	0	0	15	73	40	45	74	12	11	72	74	42
BT_4637	fig|226186.12.peg.4717	AAO79742	Probable low-affinity inorganic phosphate transporter	551	666.515	484.293	1000	706	1375	38	34	18	958	811	965.547	98	68	42	19	106	11
BT_4638	fig|226186.12.peg.4718	AAO79743	Phosphate transport regulator (distant homolog of PhoU)	457	794.477	425.729	407	320	334	0	37	23	149	148	209.453	24	0	0	24	13	0
BT_4639	fig|226186.12.peg.4719	AAO79744	DedA protein	87	112.007	71	6	9	10	0	7	35	8	2	15	28	7	0	17	0	0
BT_4640		AAO79745		1574.735	2011.003	1780.483	450	429	391	18	7	20	96	103	117	32	19	0	46	62	15
BT_4641	fig|226186.12.peg.4720	AAO79746	Acetyltransferase	1342.728	1810.962	1085.506	126	142	92	47	48	12	81	54	92	205	44	12	325	75	52
BT_4642	fig|226186.12.peg.4721	AAO79747	"Putative outer membrane protein, probably involved in nutrient binding"	68	68	43	57	71	47	55	32	0	71	74.108	83	155.535	74	31	44	32	23
BT_4643	fig|226186.12.peg.4722	AAO79748	RNA polymerase ECF-type sigma factor	363.927	316	407	365	182	266	154	148	128	408	507.89	341.832	883.465	299	215	257.913	360	110
BT_4644	fig|226186.12.peg.4723	AAO79749	Putative anti-sigma factor	383.073	410	338	609	533	588	110	103	108	507	684.003	556.168	581.44	202	218	145.087	183	90
BT_4645	fig|226186.12.peg.4724	AAO79750	"Putative outer membrane protein, probably involved in nutrient binding"	438	490	295	861	789	930	345	351	244	782.007	638	557	959.56	244	328	911.592	431	396
BT_4646	fig|226186.12.peg.4725	AAO79751	Uncharacterized protein BT_4646	1911.162	1607	1682.502	213	276	107	84	155	131	1420.993	890	882.995	52	22	48	897.408	129	68
BT_4647	fig|226186.12.peg.4726	AAO79752	RNA polymerase ECF-type sigma factor	325	307.331	387	14322	10457	15262.931	35482	37957	23773	16771.858	17857.25	17317.948	211118.773	90032.568	77165	126701.229	50746.183	36234
BT_4648	fig|226186.12.peg.4727	AAO79753	hypothetical protein	82	87.125	67.397	2451.344	2264.682	2319	2230.11	3087.325	2714.645	1289.822	1008.615	1365.025	14623.552	6326.071	5532.626	7184.739	3363.754	2670.341
BT_4649	fig|226186.12.peg.4728	AAO79754	hypothetical protein	337	368.544	326.603	15503.672	17012.318	13216	7436.89	9451.675	9348.355	7868.637	7586.402	8605.387	43088.035	17127.036	14805.374	49009.032	29126.063	23155.659
BT_4650	fig|226186.12.peg.4729	AAO79755	Voltage-gated H(+)/2Cl(-) exchange transporter ClcA	994	1481.009	1068	11345.986	10669	12823	7593	9155	9699	11467	13334.098	11387	35255.552	12577.325	11458	20019	7778	9156
BT_4651	fig|226186.12.peg.4730	AAO79756	Endonuclease IV (EC 3.1.21.2)	3694.011	4801.424	3658.125	4136	2795	3666	406	221	386	7042.035	7172	7719	1393	310	216	368	1228	648
BT_4652	fig|226186.12.peg.4731	AAO79757	hypothetical protein	323	353.579	313.206	95	90	87	31	14	98	120.212	116	119	59	14	0	58	14	27
BT_4653	fig|226186.12.peg.4733	AAO79758	Hypothetical sugar permease	374	407.421	369.794	72	72	118	0	5	0	138.788	116	148	22	1	6	0	43	0
BT_4654	fig|226186.12.peg.4734	AAO79759	ROK family protein (putative glucokinase)	255	253	243	51	18	42	0	1	13	132	154	111	19	13	0	13	52	0
BT_4655	fig|226186.12.peg.4735	AAO79760	hypothetical protein	290	278	317	43	46	53	13	3	15	84	88	51	4	12	0	7	18	0
BT_4656	fig|226186.12.peg.4737	AAO79761	Mucin-desulfating sulfatase	299	219	273	33	6	26	0	9	0	24	35	35	0	16	0	0	2	0
BT_4657	fig|226186.12.peg.4738	AAO79762	heparinase III protein	847.019	889	907.005	303	263	251	20	21	41	227	177	211	37	12	20	35	26	12
BT_4658	fig|226186.12.peg.4739	AAO79763	Glucuronyl hydrolase	348.981	419	426.995	187	124	146	9	12	46	127	108	101.962	10	0	0	3	0	0
BT_4659	fig|226186.12.peg.4740	AAO79764	"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family"	636.145	605.596	550.334	60	49	72	6	24	11	44.364	29	33.03	8	20	7	0	11	0
BT_4660	fig|226186.12.peg.4741	AAO79765	"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family"	1527.09	1498.95	1523.453	137	187	202	9	28	0	142.636	112	199.007	69	11	34	52	35	22
BT_4661	fig|226186.12.peg.4742	AAO79766	hypothetical protein	968.142	1095.453	1145.66	78	107	78	16	18	0	62	35	73	57	9	9	32	0	0
BT_4662	fig|226186.12.peg.4743	AAO79767	heparinase III protein	1932.027	2274.001	1825.554	109	85	79	18	24	0	95	74	112	62	15	20	33	17	57
BT_4663	fig|226186.12.peg.4744	AAO79768	Periplasmic ligand-binding sensor domain COG3292 / BaeS-type histidine kinase / OmpR-type DNA-binding response regulator	87367.222	111554.373	91314.61	58946.963	48358.347	52002	656	878	750	58971.166	43144.44	42077.934	1661	620	623	1817	3002	1413
BT_4664	fig|226186.12.peg.4745	AAO79769	Tryptophan synthase (indole-salvaging) (EC 4.2.1.122)	25236.445	27348.328	25961.558	15014.996	11376	18880	502	722	561	10293.96	11016.928	11967	385	234	215	133	264	401
BT_4665	fig|226186.12.peg.4746	AAO79770	"KtrAB potassium uptake system, integral membrane component KtrB"	8335.97	12816.709	7174.983	8011.456	6543.482	9240	223	185	154	5894.223	6471.96	6548.228	144.366	70	120	108	230	72
BT_4666	fig|226186.12.peg.4747	AAO79771	"KtrAB potassium uptake system, peripheral membrane component KtrA"	1701.628	2159.331	1355.506	3259.544	2177.518	4010	243	210	222	6546.198	5338.04	4345.001	633.634	93	88	229	707	420
BT_4667	fig|226186.12.peg.4748	AAO79772	beta-galactosidase	2757	2875.001	2536.993	492	394	502	35	36	12	980	863	1036	202	65	36	97	473	208
BT_4668	fig|226186.12.peg.4749	AAO79773	"arabinogalactan endo-1,4-beta-galactosidase"	1566.833	1386.927	1404.021	213	177	187	14	12	0	244.358	260	314.301	5	38	0	8	18	0
BT_4669	fig|226186.12.peg.4750	AAO79774	hypothetical protein	4533.167	4407.168	4002.986	403	225	408	0	17	0	516.642	508	607.699	16	11	0	5	48	23
BT_4670	fig|226186.12.peg.4751	AAO79775	"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family"	2208.472	2098.526	1947	292	195	224	0	12	37	452	311.998	418	17	0	0	10	11	0
BT_4671	fig|226186.12.peg.4752	AAO79776	"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family"	6761.371	7061.117	6144.11	415.002	420	347	37	33	0	371.403	513.002	505.556	83	8	12	52	16	19
BT_4672		AAO79777		368.305	411.883	340.369	31.998	37	55	0	0	0	12.597	12	16.444	0	0	0	4	0	0
BT_4673	fig|226186.12.peg.4753	AAO79778	"DNA-binding response regulator, AraC family"	3049	3542.048	3548	946	698	643	13	36	16	716	460	624	72	50	29	24	26	23
BT_4674	fig|226186.12.peg.4754	AAO79779	hypothetical protein	7972.047	8533	7500.812	2867	2583	2401	928	1266	1098	3951	4390	3521	2430	998	562	4418	1666	1534
BT_4675	fig|226186.12.peg.4755	AAO79780	heparin lyase I precursor( EC:4.2.2.7 )	837	898	830	246	232	246	181	221	280	505	394	388.007	166	31	38	216	34	41
BT_4676	fig|226186.12.peg.4756	AAO79781	Putative periplasmic protein	3765.77	6202.865	3121.852	31741.697	29139.206	24449.515	1074	1187	1260	25330.49	26081.769	23066.368	1497.001	491	694	1464.614	1818.41	1430
BT_4677	fig|226186.12.peg.4757	AAO79782	hypothetical protein	2059.859	2374.026	2151.999	25116.303	20883.794	30353.32	3193	2690	2313	55846.846	66337.203	64548.916	3050.999	1131	956	2097.386	2598.59	2339
BT_4678	fig|226186.12.peg.4758	AAO79783	"L-serine dehydratase, beta subunit (EC 4.3.1.17) / L-serine dehydratase, alpha subunit (EC 4.3.1.17)"	11229.957	12629.018	10531.633	10042	8892	10372	2425	3052	2640	18404.181	17529.824	15668.82	10247	5518	4279	1555.911	16115	8394
BT_4679	fig|226186.12.peg.4759	AAO79784	Magnesium and cobalt transport protein CorA	4931.316	7754.501	5249.775	963	1046	1003	34	46	23	1075.56	1146.176	1682.388	41	50	41	72.089	27.698	37
BT_4680		AAO79785		5634	6014.23	5657.583	4876	4359	3645	267	407	383	5014	5093.058	5799.275	609	126	279	227	353.302	267
BT_4681	fig|226186.12.peg.4761	AAO79786	beta-glycosyl hydrolase	667.545	840	681.354	66	22	28	8	8	70	37	38	41	20	0	22	61	16	43
BT_4682	fig|226186.12.peg.4762	AAO79787	Putative large secreted protein SCO0341	9940.773	12208.883	11584.647	1357	907	914	156	252	167	1088	873	1093	281	121	125	581	296	89
BT_4683	fig|226186.12.peg.4764	AAO79788	Arylsulfatase (EC 3.1.6.1)	96.098	79	75	62	55	56	265	242	385	105	142	113	253.982	73	106	814	141	184
BT_4684	fig|226186.12.peg.4765	AAO79789	beta-galactosidase (EC 3.2.1.23)	1481.914	1923	1995.88	2224	1656	1282	547	680	900	2220.274	1597	2004	3261.018	1181	626	2043	495	377
BT_4685		AAO79790		124	147	146	96	103	56	63	29	62	78	77	85	137	26	30	25	16	83
BT_4686	fig|226186.12.peg.4766	AAO79791	hypothetical protein	3	0	1	10	4	4	3	0	0	0	1	3	0	0	0	0	0	0
BT_4687		AAO79792		2	0	1	64	36	14	0	0	0	5	2	1	5	0	0	15	0	0
BT_4688	fig|226186.12.peg.4767	AAO79793	Mechanosensitive ion channel	20	28.003	12	532.983	792	611	0	14	82	371.129	330	408	17	7	0	27	10	14
BT_4689	fig|226186.12.peg.4768	AAO79794	Pullulanase (EC 3.2.1.41)	74.378	77.997	58	6817.017	5787	5927	73	155	133	4674.871	3393.102	4407	321	95	85	72	183	136
BT_4690	fig|226186.12.peg.4769	AAO79795	"Glucan 1,4-alpha-maltohexaosidase (EC 3.2.1.98)"	293	434	271.02	4297	3776.461	3264	321	408	399	5079	4911.144	4702	559	217	121	847	277	315
BT_4691	fig|226186.12.peg.4770	AAO79796	23S rRNA (adenine(1618)-N(6))-methyltransferase (EC 2.1.1.181)	1839.996	2123.823	2001	573	547	468	37	13	50	375	452	481.791	88	23	14	65	28	49
BT_4692	fig|226186.12.peg.4771	AAO79797	hypothetical protein	1516	1760.177	1694	390	339	324	291	163	282	346	384	450.209	298	72	118	364	163	171
BT_4693	fig|226186.12.peg.4772	AAO79798	"CzcABC family efflux RND transporter, membrane fusion protein"	296	354	294	5643	5499	4879.875	60	138	98	4005.758	4970.795	5307.27	240	175	125	61	147	186
BT_4694	fig|226186.12.peg.4773	AAO79799	"CzcABC family efflux RND transporter, transmembrane protein"	1945.247	2079.195	1736	17315.758	16173.059	18814.915	1012.954	1223	882	18402.903	21947.695	20998.361	2633.468	787	1076.685	826.616	2385.004	1608.65
BT_4695	fig|226186.12.peg.4774	AAO79800	"CzcABC family efflux RND transporter, outer membrane protein"	298.753	364.805	305	2668.242	2749.941	3347.21	120.046	131	247	3205.98	4155.703	3948.397	351.739	85	200.315	50.384	255.996	271.35
BT_4696	fig|226186.12.peg.4775	AAO79801	"Acetyltransferase, GNAT family"	1064	1166	1128.817	1517	1097	1161	98	151	111	1611.072	1925	1872	697	317	185	264	348	367
BT_4697	fig|226186.12.peg.4776	AAO79802	Transcriptional regulator	17597.592	23261.568	15756.048	6456.095	4416	4375	838	1444	1038	6356.286	6709.08	5208.598	5914.761	1861	1300	4915	1787.124	1680
BT_4698	fig|226186.12.peg.4777	AAO79803	FIG016027: protein of unknown function YeaO	14938.907	15650.526	15526.936	22631.879	15529.864	29375.797	658	507	376	33363.442	42166.546	43840.346	1802.373	558	468	158	1052.876	832
BT_4699	fig|226186.12.peg.4778	AAO79804	"Haloacid dehalogenase-like hydrolase / 1,4-dihydroxy-2-naphthoyl-CoA hydrolase (EC 3.1.2.28) in menaquinone biosynthesis"	12656.387	13797.955	12051.745	12110.439	9403.749	11799.141	528	674	681	14571.673	15646.838	15648.843	1871.002	918	978	800.614	1954.377	1476.405
BT_4700	fig|226186.12.peg.4779	AAO79805	Isochorismate synthase (EC 5.4.4.2) @ Menaquinone-specific isochorismate synthase (EC 5.4.4.2)	6211.326	6770.092	6353.344	7928.578	5939.956	9089.062	288	231	229	5761.847	6534.745	6436.248	652.864	146	144	288.386	457.623	160.595
BT_4701	fig|226186.12.peg.4780	AAO79806	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9)	32269.32	34198.013	33544.884	45256.263	29900.111	58205	1155	1144	879	65912.007	69520.415	73083.318	2345.913	1137	1108	695	2906	2360
